run_timestamp,niche,query_used,channel,video_title,video_url,upload_date,subscriber_count,view_count,lead_score,needs_editor,language_version,reason,prospecting_message,red_flags
2026-01-10 13:46:45,Fitness,Fitness,ZUMBA Fitness With Unique Beats,Workout Video | Zumba Fitness With Unique Beats| Vivek Sir,https://www.youtube.com/watch?v=dNNz3tIep7Q,10/01/2026,1510000,11615,80,True,fr,La chaîne a un contenu à fort potentiel mais le montage est peu dynamique et pourrait être amélioré,"Bonjour, j'ai découvert votre chaîne ZUMBA Fitness With Unique Beats et j'ai été impressionné par votre énergie et votre créativité ! Je pense que votre contenu pourrait être encore plus percutant avec un montage vidéo de qualité, je serais ravi de discuter de la façon dont je pourrais vous aider à améliorer votre visibilité et votre impact",
2026-01-10 13:46:45,Fitness,Fitness,MensXP,Bollywood Personal Trainer Reveals Worst Fitness Habits | How To Eat Right | 2026 Fitness Podcast,https://www.youtube.com/watch?v=VMBAFe175Rc,10/01/2026,1650000,5770,80,True,fr,La chaîne MensXP présente un contenu à fort potentiel mais avec un montage qui pourrait être amélioré pour une meilleure expérience utilisateur.,"Bonjour, j'ai découvert votre chaîne MensXP et j'ai été impressionné par la qualité de vos contenus, notamment la vidéo 'Bollywood Personal Trainer Reveals Worst Fitness Habits'. Je pense que mon expertise en montage vidéo pourrait vous aider à améliorer l'expérience utilisateur et à augmenter l'engagement de vos abonnés. Je serais ravi de discuter de la façon dont je peux vous aider à prendre votre contenu à l'étape suivante.",
2026-01-10 13:46:45,Fitness,Fitness,growingannanas,DAY 5 - 12 MINUTE FITNESS TEST (The Grow Games QUALIFIER),https://www.youtube.com/watch?v=gkMdwLbrbDI,09/01/2026,7900000,36057,80,True,fr,La chaîne a un contenu à fort potentiel mais le montage est parfois « mou » et les vidéos contiennent des blancs et des hésitations qui pourraient être améliorés par un montage plus dynamique.,"Bonjour growingannanas, je suis impressionné par votre contenu de fitness de haute qualité et votre engagement avec votre communauté ! Je pense que mon expertise en montage vidéo pourrait vous aider à améliorer encore plus vos vidéos et à renforcer votre marque. Je serais ravi de discuter de la façon dont je peux vous aider à prendre votre contenu à l'étape suivante.",
2026-01-10 13:46:45,Fitness,Fitness,Gabriele Randone ,SHEIN 2026 POWER UP GYM HAUL! #SHEINsports #SHEINtrends #gymwear #fitness,https://www.youtube.com/watch?v=tQ58uKpGNJM,09/01/2026,12100,2474,80,True,fr,Le contenu de la chaîne a un fort potentiel mais le montage est parfois « mou » et pourrait être amélioré pour une meilleure expérience utilisateur.,"Bonjour Gabriele, j'ai découvert votre chaîne et j'ai été impressionné par votre énergie et votre passion pour le fitness ! Je pense que votre contenu pourrait être encore plus impactant avec un montage vidéo de qualité. Je serais ravi de discuter de la façon dont je pourrais vous aider à améliorer la production de vos vidéos.",
2026-01-10 13:46:45,Fitness,Fitness,Jeremy Ethier,The PERFECT Full Body Workout Plan (Do This 3x/Week),https://www.youtube.com/watch?v=n_YW24F5HGc,06/01/2026,7460000,347155,80,True,fr,Le contenu de la chaîne Jeremy Ethier a un fort potentiel mais le montage pourrait être amélioré pour une meilleure expérience utilisateur.,"Bonjour Jeremy, votre contenu est vraiment inspirant et votre expertise en entraînement physique est impressionnante ! Je pense que votre chaîne pourrait bénéficier d'un montage vidéo plus dynamique pour renforcer l'engagement de vos abonnés. Je serais ravi de discuter de la façon dont je peux vous aider à améliorer la production de vos vidéos.",
2026-01-10 13:46:45,Fitness,Fitness,Sydney Cummings Houdyshell,All Fitness Levels Cardio Dumbbell Burst Workout! Have FUN with your Fitness!,https://www.youtube.com/watch?v=uR3NSwmjc40,06/01/2026,2930000,93853,80,True,fr,La chaîne a un contenu à fort potentiel mais le montage est parfois lent et pourrait être amélioré pour une expérience utilisateur plus dynamique.,"Bonjour Sydney, j'ai découvert votre chaîne et je suis impressionné par votre énergie et votre passion pour le fitness ! Je pense que votre contenu pourrait être encore plus impactant avec un montage vidéo plus dynamique, je serais ravi de discuter de la façon dont je pourrais vous aider à améliorer la production de vos vidéos.",
2026-01-10 13:46:45,Fitness,Fitness,VFIT WITH VERA,60 MIN FULL BODY CARDIO HIIT Workout - INTENSE BURN FAT FAST At Home | No Equipment - No Repeats,https://www.youtube.com/watch?v=gJOvVTm-NtE,08/01/2026,124000,7005,80,True,fr,La chaîne VFIT WITH VERA a un contenu à fort potentiel mais un montage qui pourrait être amélioré pour une expérience de visionnage plus dynamique,"Bonjour Vera, je suis impressionné par votre énergie et votre passion pour le fitness ! Vos vidéos sont très engageantes, mais je pense que avec un montage plus dynamique, vous pourriez encore augmenter l'impact de vos contenus et fidéliser vos abonnés. Je serais ravi de discuter avec vous de la façon dont je peux vous aider à améliorer la production de vos vidéos",
2026-01-10 13:46:45,Fitness,Fitness,Chelsea Trevor,"My 2026 Fitness Routine 💪🏼💚 Glute Workout, 10K Race Training & Healthy Habits | VLOG",https://www.youtube.com/watch?v=z3HNydXWuLg,08/01/2026,807000,7701,80,True,fr,La chaîne a un contenu à fort potentiel mais un montage qui pourrait être amélioré pour mieux engager les spectateurs.,"Bonjour Chelsea, j'ai découvert votre chaîne et je suis impressionné par votre énergie et votre passion pour le fitness ! Je pense que votre contenu pourrait être encore plus impactant avec un montage vidéo plus dynamique et professionnel. Je serais ravi de discuter avec vous de la façon dont je pourrais vous aider à améliorer la production de vos vidéos.",
2026-01-10 13:46:45,Fitness,Fitness,thairivera,Transgender Caught in The ACT!!! | Planet Fitness Continues Trans Madness | Different Strokes,https://www.youtube.com/watch?v=DVUpSYXZZc8,06/01/2026,97600,37526,80,True,fr,Le contenu de la chaîne a un fort potentiel mais le montage est parfois « mou » et pourrait être amélioré pour une meilleure expérience utilisateur.,"Bonjour ThaiRivera, j'ai découvert votre chaîne et je suis impressionné par votre créativité et votre engagement. Je pense que votre contenu pourrait être encore plus impactant avec un montage vidéo de qualité. Je serais ravi de discuter de la façon dont je pourrais vous aider à améliorer la production de vos vidéos.",
2026-01-10 13:46:45,Fitness,Fitness,Tony Jeffries,30 Minute Boxing Workout at Home | Boxercise,https://www.youtube.com/watch?v=so_bEQS91hE,08/01/2026,2960000,8766,80,True,fr,Le contenu de la chaîne a un fort potentiel mais le montage est parfois « mou » et pourrait être amélioré pour une meilleure expérience utilisateur.,"Bonjour Tony, votre chaîne est incroyable et vos vidéos de boxe sont très engageantes ! Je pense que avec un montage plus dynamique, vous pourriez encore augmenter l'implication de vos abonnés et améliorer la qualité globale de vos vidéos. Je serais ravi de discuter de la façon dont je pourrais vous aider à améliorer vos contenus.",
2026-01-10 13:46:45,Fitness,Fitness,A S Taj,Fitness After Fifty! | A S Taj Show With Adil Hossain Nobel & Rawan Ahmed Chowdhury by Fitsomnia.,https://www.youtube.com/watch?v=3tXsXNfcC-s,03/01/2026,,88601,80,True,fr,La chaîne a un contenu à fort potentiel mais le montage est peu dynamique et la durée de la vidéo est longue avec des blancs et des hésitations.,"Bonjour A S Taj, j'ai découvert votre chaîne et j'ai été impressionné par la qualité de vos contenus, notamment la vidéo 'Fitness After Fifty !' avec Adil Hossain Nobel et Rawan Ahmed Chowdhury. Je pense que mon expertise en montage vidéo pourrait vous aider à améliorer la qualité visuelle et à rendre vos vidéos plus engageantes pour vos spectateurs. Je serais ravi de discuter avec vous de la façon dont je peux vous aider à prendre votre chaîne à l'étape suivante.",
2026-01-10 13:46:45,Fitness,Fitness,Haddy Abdel,ANWAR TRAINS AT THE MOST DANGEROUS GYM IN AMERICA,https://www.youtube.com/watch?v=88OUmthTjjY,09/01/2026,372000,164529,80,True,fr,La chaîne a un contenu à fort potentiel mais un montage qui pourrait être amélioré pour une meilleure expérience utilisateur,"Bonjour Haddy, j'ai découvert votre chaîne et je suis impressionné par votre contenu ! Je pense que votre audience pourrait être encore plus engagée avec un montage vidéo plus dynamique et professionnel. Je serais ravi de discuter de la façon dont je pourrais vous aider à améliorer la qualité de vos vidéos.",
2026-01-10 13:46:45,Fitness,Fitness,Excuse Buster,HIGH QUALITY Immersive Interactive Warm Up | Squid Game POV | Full Body Workout,https://www.youtube.com/watch?v=YmR1YqmGUy0,02/01/2026,2170,626572,80,True,fr,Le contenu a un fort potentiel mais le montage est manquant pour une expérience immersive complète,Félicitations pour votre vidéo HIGH QUALITY Immersive Interactive Warm Up ! Votre créativité et votre énergie sont très appréciées. Je pense que l'ajout d'un montage vidéo de qualité pourrait encore améliorer l'expérience de vos abonnés. Je serais ravi de discuter de la façon dont je peux vous aider à améliorer vos vidéos.,
2026-01-10 14:02:55,Fitness,Fitness,Immersive Workout ,Immersive Workout | Full Body Interactive Warm-Up | Viral Interactive Game FULL VERSION,https://www.youtube.com/watch?v=NcvTj7OuJAU,24/12/2025,857,190562,-15,False,fr,"La chaîne a peu d'abonnés et la vidéo est courte, mais le contenu semble déjà bien produit.","Durée de 137s, ce qui est en deçà de la durée idéale; Créateur avec peu d'abonnés (857)","Bonjour, votre contenu est intéressant, mais nous pourrions vous aider à améliorer la production vidéo pour atteindre un public plus large.",Peu d'abonnés;Durée de la vidéo très courte
2026-01-10 14:02:55,Fitness,Fitness,Improved Health,30-Minute Japanese Walking Workout | Low Impact Intervals for Fat Loss & Endurance,https://www.youtube.com/watch?v=UmJXLXwn5II,05/01/2026,484000,35462,45,False,fr,Le score est insuffisant pour justifier l'intervention d'un monteur vidéo,"Durée de 2050s, ce qui dépasse la durée idéale; Abonnés : 484000, ce qui dépasse le cap de 200k","Bonjour, nous avons analysé votre chaîne et constaté que vous avez une grande audience. Cependant, nous n'avons pas détecté de besoins en montage vidéo pour le moment.",Abonnés >= 500k;Chaîne très établie
2026-01-10 14:02:55,Fitness,Fitness,James Smith,Has The Fitness Industry Got This Wrong?,https://www.youtube.com/watch?v=ntA7P_vbSdI,06/01/2026,466000,116045,-30,False,fr,La chaîne a plus de 500k abonnés et semble très professionnelle.,Abonnés : 466000; Durée : 558s,,Trop d'abonnés;Chaîne très professionnelle
2026-01-10 14:02:55,Fitness,Fitness,Vinay Jaisinghani,Gain vs Fatloss BREAKFAST #nutrition #food #health #fitness #protein,https://www.youtube.com/shorts/rh6sgLAujw4,03/01/2026,315000,7294360,-35,False,fr,"La chaîne a plus de 500k abonnés et la vidéo est très courte, ce qui indique un niveau de production élevé.",Durée de la vidéo : 22s; Abonnés : 315000,"Bonjour Vinay, votre contenu est très intéressant, mais nous ne pensons pas que nos services de montage vidéo soient nécessaires pour votre chaîne actuellement.",Trop d'abonnés;Vidéo trop courte
2026-01-10 14:02:55,Fitness,Fitness,rdx fitness,Belly Fat and Side Fat Kam Karne Ki Top 10 Home Exercise🥵Or ye Galti kabhi mat krna #weightloss,https://www.youtube.com/shorts/PMI95bZ_GLU,05/01/2026,181000,199758,-30,False,fr,"La chaîne a plus de 200k abonnés et la vidéo est courte, ce qui suggère un contenu déjà bien produit.",Durée de la vidéo : 111s; Abonnés : 181000,,Trop d'abonnés;Contenu déjà bien produit
2026-01-10 14:02:55,Fitness,Fitness,Kangkan DB,Relatable for all The Gymbros 🤣 #bodybuilding #fitness #shorts,https://www.youtube.com/shorts/bXtRkq_N7q8,07/01/2026,414000,322816,-30,False,fr,"La chaîne a plus de 500k abonnés et la vidéo est très courte, ce qui suggère un niveau de production élevé.",Durée de la vidéo : 11s; Abonnés : 414000,,Trop d'abonnés;Vidéo trop courte
2026-01-10 14:02:55,Fitness,Fitness,Shyam_commando8817,Clutch lever tutorial 💯✅#calisthenics #shorts #ytshorts #fitness #tutorial,https://www.youtube.com/shorts/A-CpdSacjQw,10/01/2026,124,1987,45,False,fr,Le score est inférieur au seuil de 70 et la vidéo est courte avec une durée de 21 secondes.,Durée de 21 secondes; Créateur individuel avec 124 abonnés,"Bonjour, votre contenu de fitness est intéressant ! Pensez-vous que l'édition vidéo pourrait améliorer l'expérience de vos spectateurs ?",Durée très courte;Faible nombre d'abonnés
2026-01-10 14:02:55,Fitness,Fitness,MONU NETAM MALLAKHAMB ,Viral Short 🤯😎 #mallakhamb #yogaskills #fitness #workout #ytshorts,https://www.youtube.com/shorts/diCS1aPZ7Zw,10/01/2026,35400,4967,45,False,fr,Le score est insuffisant pour justifier l'intervention d'un monteur vidéo.,"Durée de 7s, ce qui est très court; Abonnés : 35400, ce qui est en dessous du seuil de 500k","Bonjour, votre chaîne MONU NETAM MALLAKHAMB semble avoir un potentiel intéressant. Cependant, votre score ne justifie pas l'intervention d'un monteur vidéo pour le moment.",Durée très courte;Pas de signes de montage perfectible mentionnés
2026-01-10 14:02:55,Fitness,Fitness,Oyinda Fitness,There’s always a catch 😭😭 #fitness,https://www.youtube.com/shorts/_gLvUVdtc8o,02/01/2026,66200,645932,-30,False,fr,"La chaîne a plus de 50k d'abonnés et la vidéo est courte, ce qui suggère un niveau de production élevé.",Durée de la vidéo : 17s; Abonnés : 66200,,Chaîne très pro;Abonnés élevés
